week_end,price_avg_usd
2017-07-02,1.85837006565
2017-07-09,3.07191998615714
2017-07-16,1.62927573067143
2017-07-23,1.74057000024286
2017-07-30,1.81027143342857
2017-08-06,1.79331999165714
2017-08-13,1.77356142657143
2017-08-20,1.52085001127143
2017-08-27,1.35768571924286
2017-09-03,1.27981288091429
2017-09-10,0.855714278571429
2017-09-17,0.691371858128571
2017-09-24,0.601433992371429
2017-10-01,0.6753255725
2017-10-08,0.612399569585714
2017-10-15,0.579003146714286
2017-10-22,0.544594287871429
2017-10-29,0.536506290928571
2017-11-05,1.01156355654286
2017-11-12,1.06736957174286
2017-11-19,1.67522999218571
2017-11-26,2.0096742766
2017-12-03,3.13304996488571
2017-12-10,4.13398722238571
2017-12-17,7.18932574134286
2017-12-24,9.80660288672857
2017-12-31,9.49875014168571
2018-01-07,10.8032128470429
2018-01-14,12.1611700058
2018-01-21,12.0084284373714
2018-01-28,14.0597143173143
2018-02-04,10.8884487152
2018-02-11,8.38501555581429
2018-02-18,9.72551849911429
2018-02-25,8.64084277834286
2018-03-04,8.28778008052857
2018-03-11,6.58403430667143
2018-03-18,5.23018012727143
2018-03-25,6.65422998155714
2018-04-01,5.98323426927143
2018-04-08,5.98869003568571
2018-04-15,7.83013568605714
2018-04-22,9.85716560908571
2018-04-29,16.2764855793571
2018-05-06,17.9907569885143
2018-05-13,16.5276288986143
2018-05-20,13.1988142558571
2018-05-27,12.3651857376143
2018-06-03,12.8257857731429
2018-06-10,13.6858000074286
2018-06-17,10.7136283602143
2018-06-24,9.63512584141428
2018-07-01,7.88736418315714
2018-07-08,8.85093539101429
2018-07-15,7.19783428737143
2018-07-22,8.24600866862857
2018-07-29,8.35429000855714
2018-08-05,7.24254571428571
2018-08-12,5.76930285714286
2018-08-19,4.89696
2018-08-26,4.90978428571429
2018-09-02,6.16188285714286
2018-09-09,5.46063714285714
2018-09-16,5.20540857142857
2018-09-23,5.57923428571429
2018-09-30,5.66987285714286
2018-10-07,5.72548857142857
2018-10-14,5.48301857142857
2018-10-21,5.40053714285714
2018-10-28,5.39275285714286
2018-11-04,5.26782142857143
2018-11-11,5.51410714285714
2018-11-18,4.80858857142857
2018-11-25,3.62398428571429
2018-12-02,3.02924371242857
2018-12-09,2.10449034492857
2018-12-16,1.89425752521429
2018-12-23,2.62225907434286
2018-12-30,2.59900763018571
2019-01-06,2.72798418615714
2019-01-13,2.57413133161429
2019-01-20,2.45277639634286
2019-01-27,2.42305577872857
2019-02-03,2.33315666728571
2019-02-10,2.54647203147143
2019-02-17,2.83343266522857
2019-02-24,3.78745425454286
2019-03-03,3.53187053135714
2019-03-10,3.67917564667143
2019-03-17,3.68691291914286
2019-03-24,3.70566233125714
2019-03-31,4.0891861058
2019-04-07,5.09694496764286
2019-04-14,5.50862366427143
2019-04-21,5.44120185845714
2019-04-28,4.85824072101429
2019-05-05,4.8378165904
2019-05-12,5.02870172635714
2019-05-19,6.14519757211429
2019-05-26,6.32157628007143
2019-06-02,7.92082041724286
2019-06-09,6.45649888157143
2019-06-16,6.59291122878571
2019-06-23,7.06514920238571
2019-06-30,6.50384333564286
2019-07-07,5.89211106818571
2019-07-14,5.07800427372857
2019-07-21,4.09217981071429
2019-07-28,4.37379303537143
2019-08-04,4.27524512042857
2019-08-11,4.17578940282857
2019-08-18,3.76426236264286
2019-08-25,3.63701583872857
2019-09-01,3.35176003752857
2019-09-08,3.40690082214286
2019-09-15,3.84827971371429
2019-09-22,4.01281402574286
2019-09-29,2.9659027237
2019-10-06,2.9755769781
2019-10-13,3.1607249227
2019-10-20,2.96676069261429
2019-10-27,2.99596152388571
2019-11-03,3.32172054638571
2019-11-10,3.52561015347143
2019-11-17,3.42893221948571
2019-11-24,2.87262381284286
2019-12-01,2.68934377007143
2019-12-08,2.71087506321429
2019-12-15,2.60841650805714
2019-12-22,2.43213927142857
2019-12-29,2.57452589852857
2020-01-05,2.61328220731429
2020-01-12,2.91590819915714
2020-01-19,3.69972423727143
2020-01-26,3.61744485585714
2020-02-02,4.12184995654286
2020-02-09,4.55975716118571
2020-02-16,5.05192829355714
2020-02-23,4.21863966788571
2020-03-01,3.70818831928571
2020-03-08,3.6090238133
2020-03-15,2.45154635384286
2020-03-22,2.09527822585714
2020-03-29,2.26079511348571
2020-04-05,2.2996980625
2020-04-12,2.62313461658571
2020-04-19,2.56368506674286
2020-04-26,2.64662294148571
2020-05-03,2.86512852652857
2020-05-10,2.71045331205714
2020-05-17,2.54466994388571
2020-05-24,2.57658974477143
2020-05-31,2.60821663085714
2020-06-07,2.76380569861429
2020-06-14,2.6615237174
2020-06-21,2.529939071
2020-06-28,2.47028417695714
2020-07-05,2.3965601087
2020-07-12,2.62184372444286
2020-07-19,2.53057977734286
2020-07-26,2.64617998895714
2020-08-02,3.03360065985714
2020-08-09,3.04791359324286
2020-08-16,3.3386071681
2020-08-23,3.44396370978571
2020-08-30,3.16547811618571
2020-09-06,3.04407552944286
2020-09-13,2.78144190231429
2020-09-20,2.71127019371429
2020-09-27,2.54325225637143
2020-10-04,2.54483639571429
2020-10-11,2.63414505714286
2020-10-18,2.59205504
2020-10-25,2.63058412285714
2020-11-01,2.58763940285714
2020-11-08,2.45134556571429
2020-11-15,2.51412680428571
2020-11-22,2.80128357714286
2020-11-29,3.1788889
2020-12-06,3.03712704428571
2020-12-13,2.80187006142857
2020-12-20,3.01456254285714
2020-12-27,2.68574490142857
2021-01-03,2.66725932857143
2021-01-10,3.16088420285714
2021-01-17,2.73484666285714
2021-01-24,2.71303054142857
2021-01-31,2.72436037285714
2021-02-07,3.15760919285714
2021-02-14,4.54173409285714
2021-02-21,4.89375661
2021-02-28,3.82749706142857
2021-03-07,3.74768863285714
2021-03-14,4.01039889
2021-03-21,4.11612513285714
2021-03-28,4.00857602
2021-04-04,5.31162471857143
2021-04-11,6.46563698571429
2021-04-18,7.58527082142857
2021-04-25,5.87882105142857
2021-05-02,6.19089858571429
2021-05-09,9.24511379428571
2021-05-16,10.8693797
2021-05-23,6.55821825857143
2021-05-30,6.12904370142857
2021-06-06,6.21516782857143
2021-06-13,5.06901267
2021-06-20,4.81498170571429
2021-06-27,3.62653819142857
2021-07-04,4.00931452
2021-07-11,3.91294587142857
2021-07-18,3.78596502428571
2021-07-25,3.53233382285714
2021-08-01,3.91559304
2021-08-08,4.22062651857143
2021-08-15,4.98195963428571
2021-08-22,5.29783785571429
2021-08-29,5.10724250571429
2021-09-05,5.44285219714286
2021-09-12,4.97002568
2021-09-19,5.05255000047143
2021-09-26,4.11032708625714
2021-10-03,4.06294632514286
2021-10-10,4.71865256211429
2021-10-17,4.55484531727143
2021-10-24,4.64130138412857
2021-10-31,4.52760693765714
2021-11-07,4.59326151747143
2021-11-14,4.95518989851429
2021-11-21,4.35498004554286
2021-11-28,4.04945372527143
2021-12-05,3.70781716404286
2021-12-12,3.31417595052857
2021-12-19,3.21896848414286
2021-12-26,3.36194918924286
2022-01-02,3.15182034287143
2022-01-09,2.94207303144286
2022-01-16,2.83478671232857
2022-01-23,2.55703827317143
2022-01-30,2.2606898991
2022-02-06,2.3968402138
2022-02-13,2.53622622118571
2022-02-20,2.3676145451
2022-02-27,2.11821359017143
2022-03-06,2.13201677462857
2022-03-13,1.97292455698571
2022-03-20,2.09864425512857
2022-03-27,2.51821000761429
2022-04-03,2.85600938535714
2022-04-10,2.53671752557143
2022-04-17,2.3591231395
2022-04-24,2.51318333211429
2022-05-01,2.21864205131429
2022-05-08,2.05024306982857
2022-05-15,1.45426861185714
2022-05-22,1.31770302044286
2022-05-29,1.28188363541429
2022-06-05,1.30738960428571
2022-06-12,1.20365998745714
2022-06-19,0.938172541585714
2022-06-26,0.975719650328571
2022-07-03,0.939766414257143
2022-07-10,1.00687462427143
2022-07-17,0.963618229285714
2022-07-24,1.11161191607143
2022-07-31,1.24823961612857
2022-08-07,1.21787997382857
2022-08-14,1.2865586975
2022-08-21,1.40734878972857
2022-08-28,1.66718422732857
2022-09-04,1.47178846417143
2022-09-11,1.62327263518571
2022-09-18,1.44963212452857
2022-09-25,1.23678766568571
2022-10-02,1.1793953953
2022-10-09,1.15266874018571
2022-10-16,1.03493044845714
2022-10-23,1.05602159942857
2022-10-30,1.11514989161429
2022-11-06,1.14744368624286
2022-11-13,0.938282156442857
2022-11-20,0.901874756442857
2022-11-27,0.9058957642
2022-12-04,0.928312787314286
2022-12-11,0.991778498057143
2022-12-18,0.935418744614286
2022-12-25,0.879253327014286
2023-01-01,0.874821734071429
2023-01-08,0.8936260451
2023-01-15,0.996753366085714
2023-01-22,1.02230203582857
2023-01-29,1.09026554207143
2023-02-05,1.07737527528571
2023-02-12,1.06445831215714
2023-02-19,1.1262471966
2023-02-26,1.17568073992857
2023-03-05,1.21391798434286
2023-03-12,1.09588031361429
2023-03-19,1.10332814861429
2023-03-26,1.1461202269
2023-04-02,1.16495367358571
2023-04-09,1.1986778614
2023-04-16,1.23915991928571
2023-04-23,1.11086145557143
2023-04-30,1.03968494854286
2023-05-07,1.00613960447143
2023-05-14,0.892113976142857
2023-05-21,0.881749541885714
2023-05-28,0.866424728471429
2023-06-04,0.902061031914286
2023-06-11,0.823338540485714
2023-06-18,0.644992331842857
2023-06-25,0.687616049571429
2023-07-02,0.725648292285714
2023-07-09,0.731079816242857
2023-07-16,0.754302028557143
2023-07-23,0.7708668183
2023-07-30,0.747434268171429
2023-08-06,0.730756322457143
2023-08-13,0.720490438814286
2023-08-20,0.619795053557143
2023-08-27,0.5854970093
2023-09-03,0.594760294628571
2023-09-10,0.581292249471429
2023-09-17,0.559506609771429
2023-09-24,0.577020308542857
2023-10-01,0.575323896228571
2023-10-08,0.574793824242857
2023-10-15,0.541917471514286
2023-10-22,0.548464391185714
2023-10-29,0.605061391742857
2023-11-05,0.651084227414286
2023-11-12,0.705862477542857
2023-11-19,0.714117115671429
2023-11-26,0.684909912028571
2023-12-03,0.686437992742857
2023-12-10,0.780324858614286
2023-12-17,0.784083408157143
2023-12-24,0.810742817514286
2023-12-31,0.868192579214286
2024-01-07,0.783185815257143
2024-01-14,0.752264496814286
2024-01-21,0.742568170571429
2024-01-28,0.695289574628571
2024-02-04,0.706620947485714
2024-02-11,0.724618807385714
2024-02-18,0.761704454785714
2024-02-25,0.790368728714286
2024-03-03,0.921040068085714
2024-03-10,1.14195066857143
2024-03-17,1.11548309167143
2024-03-24,0.995880441871429
2024-03-31,1.08597204272857
2024-04-07,1.00012369572857
2024-04-14,0.969934368871429
2024-04-21,0.772666090985714
2024-04-28,0.825480515271429
2024-05-05,0.804635773857143
2024-05-12,0.796366923728571
2024-05-19,0.795562366085714
2024-05-26,0.8440530489
2024-06-02,0.812117278171429
2024-06-09,0.763696453014286
2024-06-16,0.675456690257143
2024-06-23,0.573120318085714
2024-06-30,0.576634489871429
2024-07-07,0.530420105557143
2024-07-14,0.532673458442857
2024-07-21,0.600833015157143
2024-07-28,0.576612747985714
2024-08-04,0.538332547014286
2024-08-11,0.4677971467
2024-08-18,0.4988928416
2024-08-25,0.524730390257143
2024-09-01,0.487881181585714
2024-09-08,0.464735190742857
2024-09-15,0.495109883285714
2024-09-22,0.5020530531
2024-09-29,0.533273425771429
2024-10-06,0.478341477642857
2024-10-13,0.468732413242857
2024-10-20,0.489107873085714
2024-10-27,0.464792229557143
2024-11-03,0.443716372585714
2024-11-10,0.470948937371429
2024-11-17,0.589543888557143
2024-11-24,0.712302366114286
2024-12-01,0.892529162542857
2024-12-08,1.30561966878571
2024-12-15,1.07453020518571
2024-12-22,0.886193955728571
2024-12-29,0.815586225885714
2025-01-05,0.843596044328571
2025-01-12,0.815107644428571
2025-01-19,0.869144379157143
2025-01-26,0.807298808614286
2025-02-02,0.736422454228571
2025-02-09,0.604276318357143
2025-02-16,0.644299380785714
2025-02-23,0.633313427685714
2025-03-02,0.572618627785714
2025-03-09,0.535099850885714
2025-03-16,0.488970996742857
2025-03-23,0.552352509928571
2025-03-30,0.573530051657143
2025-04-06,0.744855135357143
2025-04-13,0.670727419614286
2025-04-20,0.619710915971429
2025-04-27,0.670678356585714
2025-05-04,0.698781625685714
2025-05-11,0.826570343471429
2025-05-18,0.8309557923
2025-05-25,0.760012121657143
2025-06-01,0.714569731642857
2025-06-08,0.666103929157143
2025-06-15,0.611437048885714
2025-06-22,0.568217852414286
2025-06-29,0.5742526121
2025-07-06,0.5403107494
2025-07-13,0.524484567028571
2025-07-20,0.579041746657143
2025-07-27,0.587887665028571
2025-08-03,0.5168612591
2025-08-10,0.522510584914286
2025-08-17,0.527158087171429
2025-08-24,0.501563668071429
2025-08-31,0.493364553142857
2025-09-07,0.4723735649
2025-09-14,0.477515045942857
2025-09-21,0.473920055442857
2025-09-28,0.413581689485714
2025-10-05,0.406295002628571
2025-10-12,0.349486707785714
2025-10-19,0.298444552214286
2025-10-26,0.289546874185714
2025-11-02,0.276901092
2025-11-09,0.272786123528571
2025-11-16,0.260450268842857
2025-11-23,0.220440170314286
2025-11-30,0.203727247357143
2025-12-07,0.185486710428571
2025-12-14,0.179285792371429
2025-12-21,0.159498986028571
2025-12-28,0.158683414628571
2026-01-04,0.166028978671429
2026-01-11,0.178189075657143
2026-01-18,0.155662938428571
2026-01-25,0.110859819014286
2026-02-01,0.102425203142857
2026-02-08,0.0869759805428571
2026-02-15,0.0846682735285714
2026-02-22,0.0826607627714286
2026-03-01,0.0796764381428571
2026-03-08,0.0778653535
2026-03-15,0.0781844098714286
2026-03-22,0.0806674612714286
2026-03-29,0.0764808469857143
2026-04-05,0.0773853854
2026-04-12,0.0794768767285714
2026-04-19,0.0811579206
2026-04-26,0.0869643417142857
2026-05-03,0.0903308285857143
2026-05-10,0.0925042558857143
2026-05-17,0.0892615778
2026-05-24,0.0800006715428571
2026-05-31,0.0768549764714286
